virus,virusLabel,rankLabel,parent,parentLabel
http://www.wikidata.org/entity/Q24808938,Bat coronavirus HKU10,Art,http://www.wikidata.org/entity/Q16908525,Alphacoronavirus
http://www.wikidata.org/entity/Q24808938,Bat coronavirus HKU10,Art,http://www.wikidata.org/entity/Q57754588,Decacovirus
http://www.wikidata.org/entity/Q24808939,Mink coronavirus 1,Art,http://www.wikidata.org/entity/Q16908525,Alphacoronavirus
http://www.wikidata.org/entity/Q24808939,Mink coronavirus 1,Art,http://www.wikidata.org/entity/Q57754609,Minacovirus
http://www.wikidata.org/entity/Q24808940,Hedgehog coronavirus 1,Art,http://www.wikidata.org/entity/Q16532287,Betacoronavirus
http://www.wikidata.org/entity/Q24808940,Hedgehog coronavirus 1,Art,http://www.wikidata.org/entity/Q57754679,Merbecovirus
http://www.wikidata.org/entity/Q24808949,Fathead minnow nidovirus 1,Art,http://www.wikidata.org/entity/Q16836881,Bafinivirus
http://www.wikidata.org/entity/Q24808949,Fathead minnow nidovirus 1,Art,http://www.wikidata.org/entity/Q57754805,Pimfabavirus
http://www.wikidata.org/entity/Q24808951,Ball python nidovirus 1,Art,http://www.wikidata.org/entity/Q16880647,Torovirinae
http://www.wikidata.org/entity/Q24808951,Ball python nidovirus 1,Art,http://www.wikidata.org/entity/Q57919798,Roypretovirus
http://www.wikidata.org/entity/Q29005281,Bovine nidovirus 1,Art,http://www.wikidata.org/entity/Q16880647,Torovirinae
http://www.wikidata.org/entity/Q29005281,Bovine nidovirus 1,Art,http://www.wikidata.org/entity/Q57919784,Bosnitovirus
http://www.wikidata.org/entity/Q29005294,Chinook salmon nidovirus 1,Art,http://www.wikidata.org/entity/Q16880647,Torovirinae
